"","�..Tipo","Bairro","Quartos","Vagas","Suites","Area","Valor","Condominio","IPTU"
"15346","Apartamento","Copacabana",2,0,1,108,2500,1020,NA
"15347","Casa de Vila","Laranjeiras",3,1,0,115,4200,NA,128
"15348","Conjunto Comercial/Sala","Tijuca",0,1,0,28,1300,860,80
"15349","Apartamento","Ipanema",2,2,1,170,8000,1400,355
"15350","Casa","Jardim Botânico",5,4,1,845,35000,NA,1540
"15351","Apartamento","Vila Isabel",2,0,0,63,1250,224,48
"15352","Apartamento","Madureira",1,0,0,40,600,NA,NA
"15353","Apartamento","Campo Grande",2,1,0,50,730,220,NA
"15354","Quitinete","Barra da Tijuca",1,1,0,35,1300,1700,NA
"15355","Casa de Condomínio","Campo Grande",2,1,0,85,1000,NA,NA
"15356","Apartamento","São Conrado",2,1,1,88,2300,1080,NA
"15357","Apartamento","Ipanema",2,1,0,90,7000,NA,NA
"15358","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,800,940,156
"15359","Conjunto Comercial/Sala","Realengo",0,0,0,60,950,NA,NA
"15360","Apartamento","Botafogo",1,1,0,42,2700,507,68
"15361","Apartamento","Taquara",1,1,0,55,700,406,NA
"15362","Galpão/Depósito/Armazém","Ricardo de Albuquerque",0,20,0,360,6450,NA,NA
"15363","Apartamento","Piedade",2,1,0,70,1000,150,135
"15364","Apartamento","Flamengo",3,1,1,125,5200,770,343
"15365","Apartamento","Copacabana",2,2,2,75,5000,2000,100
"15366","Apartamento","Leblon",4,2,1,150,7500,2000,400
"15367","Apartamento","Taquara",2,1,0,55,900,514,39
"15368","Apartamento","Copacabana",3,0,1,200,4500,1900,360
"15369","Conjunto Comercial/Sala","Centro",0,0,0,83,2400,1325,193
"15370","Flat","Lagoa",2,1,0,58,2500,1400,420
"15371","Conjunto Comercial/Sala","Barra da Tijuca",0,6,0,390,10000,5800,3513
"15372","Apartamento","Barra da Tijuca",3,1,1,70,2200,615,80
"15373","Apartamento","Ipanema",3,2,1,150,6300,2200,495
"15374","Loja/Salão","Leblon",0,0,0,8,700,384,112
"15375","Apartamento","Leblon",3,2,1,205,5400,3000,675
"15376","Apartamento","Copacabana",1,0,0,35,1250,380,17
"15377","Apartamento","Copacabana",1,0,0,46,1600,600,25
"15378","Apartamento","Leblon",4,3,4,300,8500,10000,1280
"15379","Conjunto Comercial/Sala","Centro",0,0,0,34,1000,936,155
"15380","Prédio Inteiro","Botafogo",0,30,0,3100,300000,NA,17283
"15381","Apartamento","Lagoa",4,3,1,230,12000,4600,860
"15382","Apartamento","Leblon",4,2,1,154,7500,1750,350
"15383","Apartamento","Urca",2,0,0,63,3800,770,NA
"15384","Apartamento","Tijuca",2,1,1,80,2200,990,104
"15385","Conjunto Comercial/Sala","Anchieta",0,0,0,33,750,NA,15
"15386","Apartamento","Barra da Tijuca",2,2,1,98,2500,1800,200
"15387","Apartamento","São Cristóvão",2,1,1,60,1350,630,38
"15388","Conjunto Comercial/Sala","Centro",0,27,0,4442,546840,115492,NA
"15389","Apartamento","Botafogo",1,0,1,40,2800,800,180
"15390","Apartamento","Barra da Tijuca",4,2,4,400,15000,3000,700
"15391","Apartamento","Flamengo",1,1,0,90,2000,1540,197
"15392","Apartamento","Barra da Tijuca",3,2,1,117,4500,990,624
"15393","Casa","Jardim Botânico",4,3,4,451,20000,NA,1750
"15394","Conjunto Comercial/Sala","Centro",0,0,0,110,3000,1625,512
"15395","Apartamento","Copacabana",4,1,2,190,6500,2900,366
"15396","Apartamento","Copacabana",3,1,1,140,4800,1200,200
"15397","Apartamento","Botafogo",3,1,0,105,2800,1060,101
"15398","Apartamento","Barra da Tijuca",2,1,1,80,2150,1327,NA
"15399","Casa de Condomínio","Barra de Guaratiba",4,2,2,300,7500,1300,802
"15400","Galpão/Depósito/Armazém","Olaria",0,0,0,2700,14000,NA,NA
"15401","Apartamento","Ipanema",4,2,3,300,15000,5000,1000
"15402","Quitinete","Ramos",1,0,0,25,680,NA,NA
"15403","Apartamento","Humaitá",3,1,1,110,4200,1150,252
"15404","Apartamento","Leblon",2,1,1,110,6300,1800,150
"15405","Apartamento","Copacabana",3,1,0,100,2300,1451,248
"15406","Apartamento","Andaraí",1,1,0,60,1300,1,25
"15407","Apartamento","Lagoa",4,1,4,398,17000,NA,NA
"15408","Apartamento","Vila Isabel",2,0,0,83,1700,260,81
"15409","Loja Shopping/ Ct Comercial","Centro",0,0,0,11,4500,NA,73
"15410","Apartamento","Padre Miguel",2,1,0,61,800,435,NA
"15411","Casa de Condomínio","Vargem Pequena",4,2,4,230,3450,390,160
"15412","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,32,800,899,NA
"15413","Apartamento","Gávea",3,1,0,90,3800,1028,235
"15414","Apartamento","Copacabana",1,0,0,31,1200,521,25
"15415","Apartamento","Barra da Tijuca",2,1,1,100,2700,1500,280
"15416","Casa Comercial","Ipanema",0,0,0,200,30000,NA,NA
"15417","Apartamento","Tijuca",3,0,0,80,1300,400,172
"15418","Apartamento","Barra da Tijuca",3,1,1,110,2800,2685,731
"15419","Apartamento","Humaitá",2,0,0,65,2300,650,122
"15420","Apartamento","Botafogo",2,1,1,73,3200,652,87
"15421","Apartamento","Laranjeiras",2,1,0,70,2400,820,94
"15422","Apartamento","Ipanema",3,1,1,130,6500,1900,300
"15423","Apartamento","Lagoa",3,1,1,75,4000,1250,244
"15424","Apartamento","Flamengo",1,0,0,45,2600,480,70
"15425","Apartamento","Grajaú",2,1,1,86,1500,749,NA
"15426","Loja/Salão","Freguesia (Jacarepaguá)",0,0,0,48,5500,1267,370
"15427","Apartamento","Lagoa",3,3,1,252,7700,1902,634
"15428","Casa","Gávea",4,4,0,450,13000,NA,600
"15429","Apartamento","Santa Teresa",2,0,1,70,2900,750,250
"15430","Casa de Vila","Tijuca",2,0,0,71,2500,NA,60
"15431","Conjunto Comercial/Sala","Centro",0,0,0,140,10000,2790,211
"15432","Apartamento","Freguesia (Jacarepaguá)",2,1,1,77,1600,742,103
"15433","Apartamento","Recreio dos Bandeirantes",3,3,3,191,3000,1300,6800
"15434","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,22,1200,336,NA
"15435","Casa de Condomínio","Recreio dos Bandeirantes",4,4,4,300,9000,600,3000
"15436","Loja/Salão","Tanque",0,0,0,200,6000,NA,NA
"15437","Apartamento","Flamengo",1,0,0,50,2300,440,220
"15438","Apartamento","Curicica",2,1,0,59,1400,510,13
"15439","Apartamento","Leblon",4,1,2,205,17000,6000,772
"15440","Quitinete","Copacabana",0,0,0,23,1200,460,20
"15441","Apartamento","Taquara",1,0,0,50,800,NA,13
"15442","Conjunto Comercial/Sala","Madureira",0,1,0,23,700,550,336
"15443","Apartamento","Flamengo",1,0,0,44,1500,330,NA
"15444","Apartamento","Ipanema",1,0,0,36,2500,450,45
"15445","Apartamento","São Cristóvão",3,1,1,95,2500,1000,98
"15446","Casa Comercial","Rio Comprido",0,2,0,250,4500,NA,109
"15447","Apartamento","Catete",2,1,1,64,2800,575,184
"15448","Conjunto Comercial/Sala","Centro",0,0,0,70,2500,1318,NA
"15449","Apartamento","Ipanema",3,1,1,100,4700,1600,218
"15450","Apartamento","Pavuna",2,1,0,44,600,363,NA
"15451","Apartamento","Barra da Tijuca",2,2,1,105,5000,2200,580
"15452","Conjunto Comercial/Sala","Centro",0,0,0,50,1000,450,50
"15453","Apartamento","Cosmos",2,0,0,43,750,NA,NA
"15454","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,40,1500,1200,200
"15455","Casa de Vila","Abolição",2,0,0,68,1200,NA,12
"15456","Apartamento","Copacabana",1,0,0,35,1400,400,220
"15457","Conjunto Comercial/Sala","Centro",0,0,0,528,8000,6358,NA
"15458","Quitinete","Ipanema",1,0,0,23,2200,NA,300
"15459","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,22,550,435,56
"15460","Apartamento","Ipanema",1,0,0,33,2000,650,NA
"15461","Apartamento","Recreio dos Bandeirantes",1,3,1,200,1500,1500,450
"15462","Apartamento","Botafogo",1,1,1,60,2300,550,120
"15463","Casa","Engenho de Dentro",2,0,0,33,900,NA,16
"15464","Apartamento","Barra da Tijuca",3,2,3,160,5000,240,490
"15465","Apartamento","Barra da Tijuca",3,2,1,185,8000,2112,929
"15466","Loja/Salão","Botafogo",0,0,0,329,35000,NA,NA
"15467","Conjunto Comercial/Sala","Centro",0,0,0,800,30000,5628,3011
"15468","Apartamento","Copacabana",3,1,0,171,2600,1700,385
"15469","Apartamento","Barra da Tijuca",1,2,1,85,3800,NA,NA
"15470","Apartamento","Copacabana",3,0,0,90,2000,1700,1919
"15471","Apartamento","Barra da Tijuca",3,2,3,109,5495,982,223
"15472","Apartamento","Copacabana",3,1,1,140,4800,1556,188
"15473","Apartamento","Freguesia (Jacarepaguá)",2,1,0,60,1350,440,15
"15474","Apartamento","Copacabana",3,1,1,120,7000,1250,192
"15475","Apartamento","Copacabana",3,1,0,160,4000,1100,220
"15476","Apartamento","Recreio dos Bandeirantes",3,2,1,100,1800,790,173
"15477","Conjunto Comercial/Sala","Centro",0,0,0,10,3418,NA,NA
"15478","Apartamento","Ipanema",3,2,2,450,20000,3500,1500
"15479","Apartamento","Barra da Tijuca",2,1,1,82,2300,1260,265
"15480","Apartamento","Barra da Tijuca",5,2,5,1200,24000,7500,5500
"15481","Casa de Condomínio","São Conrado",4,2,1,320,5500,2260,38
"15482","Apartamento","Senador Vasconcelos",2,1,0,65,650,220,NA
"15483","Apartamento","Barra da Tijuca",4,3,4,287,20000,3000,NA
"15484","Loja/Salão","Tanque",0,0,0,30,2600,NA,NA
"15485","Apartamento","São Francisco Xavier",3,0,0,77,1400,550,50
"15486","Conjunto Comercial/Sala","Jardim Botânico",0,1,0,30,2400,817,325
"15487","Apartamento","Anil",2,0,0,40,650,18,8
"15488","Conjunto Comercial/Sala","Centro",0,0,0,30,800,634,107
"15489","Apartamento","Senador Vasconcelos",2,0,0,60,700,NA,NA
"15490","Apartamento","Recreio dos Bandeirantes",2,2,1,110,2200,680,218
"15491","Conjunto Comercial/Sala","Centro",0,0,0,69,1580,950,162
"15492","Apartamento","Barra da Tijuca",2,1,1,70,1750,1200,150
"15493","Apartamento","Copacabana",1,1,0,38,1600,684,55
"15494","Conjunto Comercial/Sala","Botafogo",0,14,0,608,60800,24395,NA
"15495","Conjunto Comercial/Sala","Botafogo",0,20,0,716,53700,22200,NA
"15496","Terreno Padrão","Barra da Tijuca",0,0,0,1110,140000,NA,5635
"15497","Apartamento","Ipanema",3,4,0,120,8000,4000,850
"15498","Apartamento","Guaratiba",2,1,0,45,600,301,NA
"15499","Apartamento","Copacabana",1,0,0,49,1500,580,NA
"15500","Apartamento","Ipanema",4,2,1,180,12000,2700,1300
"15501","Apartamento","Todos os Santos",1,0,0,70,800,656,39
"15502","Apartamento","Barra da Tijuca",4,3,4,304,15000,3800,750
"15503","Apartamento","Catete",1,0,0,40,1300,590,680
"15504","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,31,900,700,110
"15505","Apartamento","Barra da Tijuca",5,4,5,1147,24000,7827,6977
"15506","Casa Comercial","Freguesia (Jacarepaguá)",0,5,0,406,15000,NA,323
"15507","Apartamento","Flamengo",2,1,1,81,2500,1345,NA
"15508","Loja/Salão","Barra da Tijuca",0,1,0,45,1800,596,231
"15509","Apartamento","Vila da Penha",2,1,0,47,1800,604,NA
"15510","Apartamento","Maracanã",3,0,0,90,2000,750,NA
"15511","Quitinete","Copacabana",1,0,1,30,1350,453,24
"15512","Apartamento","Leblon",3,1,1,100,4500,1099,NA
"15513","Apartamento","Botafogo",1,1,1,43,1800,1036,130
"15514","Apartamento","Botafogo",2,1,2,85,4230,1140,NA
"15515","Apartamento","Riachuelo",2,2,1,63,1300,350,63
"15516","Apartamento","Barra da Tijuca",2,1,2,74,3000,1732,205
"15517","Apartamento","Bento Ribeiro",2,1,0,56,700,544,NA
"15518","Apartamento","Ipanema",2,1,1,80,4400,617,299
"15519","Apartamento","Vila Isabel",2,1,0,70,1600,564,24
"15520","Apartamento","Leme",2,0,0,84,2700,720,1616
"15521","Apartamento","Cachambi",2,1,1,51,1300,413,NA
"15522","Loja/Salão","Praça Seca",0,0,0,122,4500,690,6445
"15523","Apartamento","Barra da Tijuca",2,1,1,76,2000,980,210
"15524","Apartamento","Quintino Bocaiúva",2,0,1,65,850,160,NA
"15525","Conjunto Comercial/Sala","Centro",0,0,0,400,22000,4500,1050
"15526","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,99,6000,3528,2000
"15527","Conjunto Comercial/Sala","Vila da Penha",0,1,0,27,1000,540,NA
"15528","Apartamento","Tijuca",3,1,1,84,2350,900,NA
"15529","Apartamento","Copacabana",3,1,0,122,4000,1250,185
"15530","Quitinete","Botafogo",1,0,0,23,1200,561,29
"15531","Apartamento","Irajá",2,1,0,90,1310,220,32
"15532","Conjunto Comercial/Sala","Tijuca",0,1,0,36,1000,672,89
"15533","Apartamento","Cachambi",2,1,0,70,1100,281,26
"15534","Apartamento","Barra da Tijuca",4,4,4,436,15000,4800,1240
"15535","Apartamento","Leblon",4,1,2,160,11000,2900,NA
"15536","Prédio Inteiro","Barra da Tijuca",0,90,0,4000,650000,NA,NA
"15537","Apartamento","Copacabana",4,1,1,150,4900,1907,NA
"15538","Apartamento","Botafogo",3,2,1,133,5000,1645,NA
"15539","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,54,3500,1050,1605
"15540","Apartamento","Laranjeiras",2,1,0,75,2200,910,107
"15541","Casa de Condomínio","Campo Grande",2,1,2,80,1500,490,NA
"15542","Conjunto Comercial/Sala","Taquara",0,1,0,29,1190,600,59
"15543","Apartamento","Tijuca",3,1,1,110,1600,900,1474
"15544","Apartamento","Jardim Botânico",3,2,1,110,4300,2500,403
"15545","Apartamento","Copacabana",2,1,0,45,1600,630,120
"15546","Casa de Condomínio","Recreio dos Bandeirantes",4,2,4,198,4500,1161,NA
"15547","Apartamento","Copacabana",2,1,0,79,2800,698,102
"15548","Conjunto Comercial/Sala","Curicica",0,1,0,22,1000,372,52
"15549","Conjunto Comercial/Sala","Del Castilho",0,1,0,30,1000,750,34
"15550","Apartamento","Lagoa",3,1,1,110,4500,1786,4366
"15551","Quitinete","Flamengo",1,0,0,30,1200,580,NA
"15552","Apartamento","Vila da Penha",1,1,1,90,1500,295,NA
"15553","Apartamento","Humaitá",2,1,0,64,2600,1030,191
"15554","Conjunto Comercial/Sala","Centro",0,0,0,402,1000,6188,1013
"15555","Apartamento","Leblon",4,1,1,140,8500,2056,400
"15556","Casa","Realengo",2,1,0,70,1200,50,NA
"15557","Apartamento","Flamengo",6,1,2,400,10000,3300,803
"15558","Apartamento","Barra da Tijuca",4,3,2,220,7500,3000,680
"15559","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,30,700,750,140
"15560","Apartamento","Copacabana",3,0,1,96,3300,974,NA
"15561","Apartamento","São Conrado",3,2,1,148,6000,1800,200
"15562","Loja/Salão","Copacabana",0,0,0,90,2600,NA,166
"15563","Apartamento","Barra da Tijuca",2,1,0,52,1100,640,102
"15564","Apartamento","Freguesia (Jacarepaguá)",2,1,0,55,1000,330,37
"15565","Conjunto Comercial/Sala","Centro",0,0,0,2639,205858,46186,NA
"15566","Apartamento","Leblon",3,2,1,179,8500,3990,NA
"15567","Apartamento","Freguesia (Jacarepaguá)",1,1,0,45,1400,566,NA
"15568","Apartamento","Flamengo",2,1,1,98,3300,1400,200
"15569","Apartamento","Ipanema",1,1,1,120,9000,3500,526
"15570","Prédio Inteiro","Centro",0,48,0,10448,783600,177616,36456
"15571","Prédio Inteiro","Tijuca",0,0,0,450,15000,NA,NA
"15572","Apartamento","Leblon",2,1,2,150,8000,1160,500
"15573","Apartamento","Ipanema",2,1,2,95,8500,4000,800
"15574","Apartamento","Barra da Tijuca",3,3,3,260,9000,3903,647
"15575","Apartamento","Ipanema",5,2,2,300,16000,2100,450
"15576","Apartamento","Vila Isabel",2,1,0,70,1600,533,24
"15577","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,64,3000,2200,351
"15578","Apartamento","Jardim Botânico",2,1,1,85,2500,1500,103
"15579","Apartamento","Santa Teresa",1,0,1,45,1700,310,NA
"15580","Galpão/Depósito/Armazém","Penha Circular",0,20,0,1200,13000,NA,NA
"15581","Apartamento","Tijuca",2,0,1,61,1500,515,63
"15582","Flat","Barra da Tijuca",1,0,1,25,1456,884,160
"15583","Loja/Salão","Freguesia (Jacarepaguá)",0,1,0,59,3990,980,249
"15584","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,40,750,900,50
"15585","Conjunto Comercial/Sala","Centro",0,0,0,66,3000,2000,NA
"15586","Quitinete","Copacabana",1,0,0,21,1800,300,25
"15587","Apartamento","Freguesia (Jacarepaguá)",2,1,1,67,1600,700,NA
"15588","Apartamento","Campo Grande",2,1,0,41,690,NA,NA
"15589","Apartamento","Jardim Botânico",2,1,0,60,3000,500,50
"15590","Conjunto Comercial/Sala","Centro",0,0,0,134,3400,3437,432
"15591","Apartamento","Barra da Tijuca",4,1,1,161,5500,1200,386
"15592","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,34,1500,1128,NA
"15593","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,28,2800,431,123
"15594","Casa","Glória",6,2,0,400,10000,NA,370
"15595","Apartamento","Ipanema",3,1,1,140,7200,2900,500
"15596","Apartamento","Encantado",2,1,0,60,1100,455,36
"15597","Conjunto Comercial/Sala","Centro",0,0,0,160,18000,5120,557
"15598","Apartamento","Leme",1,0,0,52,1500,608,77
"15599","Apartamento","Laranjeiras",1,0,0,24,1600,215,13
"15600","Apartamento","Ipanema",3,3,2,186,12000,2988,9115
"15601","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,30,1500,750,100
"15602","Apartamento","Ipanema",1,0,0,50,4000,NA,NA
"15603","Apartamento","Ipanema",2,1,2,110,8500,2062,NA
"15604","Apartamento","Catete",2,1,0,71,2200,725,109
"15605","Apartamento","Jardim Guanabara",2,1,0,70,1600,NA,NA
"15606","Apartamento","Leme",3,1,0,108,3500,802,179
"15607","Prédio Inteiro","São Cristóvão",0,0,0,900,23000,NA,12000
"15608","Apartamento","Leblon",3,2,1,140,5000,3990,582
"15609","Apartamento","Vila Kosmos",2,1,0,63,1300,400,NA
"15610","Apartamento","Campo Grande",3,1,0,80,1300,700,NA
"15611","Apartamento","Glória",2,0,0,70,1900,668,67
"15612","Apartamento","Grajaú",2,1,1,94,1800,550,198
"15613","Apartamento","Recreio dos Bandeirantes",2,1,1,80,1500,773,116
"15614","Apartamento","Catete",3,1,0,150,4500,1000,NA
"15615","Apartamento","Barra da Tijuca",3,0,1,80,3000,1160,1300
"15616","Apartamento","São Francisco Xavier",2,1,1,64,1200,642,55
"15617","Apartamento","Barra da Tijuca",2,1,1,70,2500,1900,400
"15618","Apartamento","Barra da Tijuca",2,1,0,58,1800,698,NA
"15619","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,96,2500,1253,NA
"15620","Conjunto Comercial/Sala","Pechincha",0,0,0,24,500,450,NA
"15621","Conjunto Comercial/Sala","Barra da Tijuca",0,5,0,110,3500,412,164
"15622","Apartamento","Barra da Tijuca",3,2,3,150,3200,1555,NA
"15623","Conjunto Comercial/Sala","Vila da Penha",0,0,0,80,1000,730,NA
"15624","Apartamento","Andaraí",2,0,0,65,1400,495,NA
"15625","Apartamento","Méier",2,1,0,76,1000,715,60
"15626","Apartamento","Copacabana",2,0,0,60,1700,1315,NA
"15627","Apartamento","Jardim Botânico",2,1,1,74,3000,1100,203
"15628","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,32,2400,576,210
"15629","Apartamento","Recreio dos Bandeirantes",2,1,1,87,1700,620,NA
"15630","Conjunto Comercial/Sala","Centro",0,2,0,111,9990,2340,760
"15631","Casa de Condomínio","Freguesia (Jacarepaguá)",3,4,1,310,3500,20,280
"15632","Conjunto Comercial/Sala","Centro",0,0,0,79,3000,650,229
"15633","Apartamento","Taquara",2,1,0,60,1300,500,50
"15634","Apartamento","Barra da Tijuca",4,1,1,78,3500,NA,NA
"15635","Flat","Copacabana",1,0,0,48,3500,1400,30
"15636","Box/Garagem","Copacabana",0,1,0,11,480,350,10
"15637","Apartamento","Grajaú",4,1,1,124,2500,1045,NA
"15638","Apartamento","Lagoa",2,1,1,100,6000,986,400
"15639","Apartamento","Copacabana",5,5,5,550,18000,3100,934
"15640","Conjunto Comercial/Sala","Ipanema",0,0,0,80,5800,1060,300
"15641","Casa de Condomínio","Méier",3,1,2,114,1700,50,NA
"15642","Apartamento","Copacabana",4,2,2,350,12000,3800,1280
"15643","Apartamento","Barra da Tijuca",4,2,2,161,5700,2435,440
"15644","Conjunto Comercial/Sala","Centro",0,0,0,36,1500,900,80
"15645","Apartamento","Copacabana",3,0,2,94,3000,980,220
"15646","Casa","Barra da Tijuca",3,2,3,338,3500,954,NA
"15647","Conjunto Comercial/Sala","Centro",0,0,0,135,4000,1340,547
"15648","Apartamento","Leme",2,1,0,80,3800,780,24
"15649","Apartamento","Copacabana",2,0,0,110,3000,800,218
"15650","Apartamento","Cascadura",2,1,0,58,800,235,NA
"15651","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,22,800,441,180
"15652","Apartamento","Lagoa",3,1,1,105,4200,1244,294
"15653","Apartamento","Freguesia (Jacarepaguá)",2,1,0,88,1000,1125,90
"15654","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,20,1090,580,100
"15655","Conjunto Comercial/Sala","Cachambi",0,1,0,30,1200,650,104
"15656","Apartamento","Andaraí",2,1,1,80,1500,600,NA
"15657","Quitinete","Catete",0,0,0,25,1200,163,NA
"15658","Apartamento","Tijuca",2,0,0,60,1100,625,485
"15659","Quitinete","Copacabana",1,0,0,35,1400,503,NA
"15660","Casa de Condomínio","Freguesia (Jacarepaguá)",3,2,1,123,3500,550,160
"15661","Apartamento","Méier",2,0,1,59,1500,680,14
"15662","Apartamento","Lagoa",2,2,1,98,4000,800,270
"15663","Casa de Condomínio","Barra da Tijuca",5,4,5,680,20000,2000,NA
"15664","Apartamento","Ipanema",5,1,2,374,16000,3900,13096
"15665","Prédio Inteiro","São Cristóvão",0,40,0,5583,300000,NA,27053
"15666","Apartamento","Flamengo",3,0,2,250,5900,1766,729
"15667","Apartamento","Barra da Tijuca",4,2,2,374,11000,1637,1077
"15668","Apartamento","Barra da Tijuca",2,2,2,99,5500,3237,502
"15669","Apartamento","Botafogo",2,1,1,78,4310,1100,187
"15670","Loja/Salão","Botafogo",0,0,0,515,16000,NA,3965
"15671","Conjunto Comercial/Sala","Centro",0,0,0,319,15950,5613,1561
"15672","Apartamento","Realengo",2,1,0,50,800,605,NA
"15673","Apartamento","Campo Grande",3,0,0,52,800,300,NA
"15674","Apartamento","Méier",2,0,0,49,900,400,13
"15675","Apartamento","Leblon",3,2,1,110,8500,2300,400
"15676","Conjunto Comercial/Sala","Barra da Tijuca",1,1,0,36,1800,NA,NA
"15677","Apartamento","Botafogo",2,1,2,90,6000,1425,NA
"15678","Flat","Ipanema",2,2,1,75,10500,3800,480
"15679","Apartamento","Recreio dos Bandeirantes",3,2,1,172,2300,1600,450
"15680","Loja/Salão","Quintino Bocaiúva",0,0,0,78,1400,NA,100
"15681","Apartamento","Leme",2,0,1,75,2600,878,NA
"15682","Apartamento","Tijuca",3,0,0,90,1800,400,70
"15683","Apartamento","Rocha Miranda",1,0,0,65,650,NA,NA
"15684","Apartamento","Ipanema",3,1,1,83,5800,1900,NA
"15685","Conjunto Comercial/Sala","Pechincha",0,0,0,54,3000,NA,NA
"15686","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,36,1250,762,250
"15687","Apartamento","Copacabana",1,1,0,60,2000,1450,175
"15688","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,49,980,900,100
"15689","Loja/Salão","Leme",0,0,0,70,5800,NA,NA
"15690","Apartamento","Barra da Tijuca",2,1,1,80,1400,1300,400
"15691","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,31,1150,710,NA
"15692","Loja Shopping/ Ct Comercial","Gávea",0,0,0,70,7000,2200,1200
"15693","Apartamento","Leblon",2,0,0,79,3000,810,120
"15694","Conjunto Comercial/Sala","Centro",0,0,0,90,650,1100,277
"15695","Apartamento","Barra da Tijuca",2,1,2,65,2500,1400,NA
"15696","Apartamento","Jardim Botânico",3,2,1,96,3500,1210,414
"15697","Casa Comercial","Botafogo",0,6,0,500,25000,480,320
"15698","Quitinete","Centro",1,0,0,35,850,480,9
"15699","Casa","Campo Grande",1,0,0,50,700,NA,NA
"15700","Conjunto Comercial/Sala","Botafogo",0,1,0,60,3000,3000,NA
"15701","Apartamento","Penha",2,1,1,56,1200,500,30
"15702","Apartamento","Tijuca",1,1,0,35,900,335,20
"15703","Apartamento","Jacarepaguá",2,1,1,70,1600,480,64
"15704","Apartamento","Leblon",3,2,1,200,12900,2400,324
"15705","Conjunto Comercial/Sala","Vila da Penha",0,0,0,70,2990,NA,196
"15706","Apartamento","Ipanema",3,1,1,140,10900,3500,483
"15707","Apartamento","Barra da Tijuca",2,0,1,103,3000,1750,2000
"15708","Apartamento","Tijuca",3,1,1,120,2000,1000,140
"15709","Apartamento","Barra da Tijuca",2,2,1,110,2700,1900,NA
"15710","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,36,1000,754,120
"15711","Apartamento","Recreio dos Bandeirantes",3,1,1,90,2300,1000,195
"15712","Apartamento","Flamengo",3,1,0,100,2900,700,147
"15713","Apartamento","Curicica",2,1,0,50,1400,490,140
"15714","Casa de Condomínio","Taquara",3,1,1,90,1600,250,NA
"15715","Casa","Campo Grande",2,1,2,100,1400,NA,NA
"15716","Apartamento","Recreio dos Bandeirantes",3,2,1,190,2000,1400,NA
"15717","Apartamento","Campo Grande",3,0,0,60,800,230,NA
"15718","Apartamento","Copacabana",2,0,1,60,2400,730,NA
"15719","Apartamento","Ipanema",3,1,1,144,12000,1600,NA
"15720","Apartamento","Anil",2,1,0,48,1700,470,30
"15721","Casa de Condomínio","Guaratiba",2,1,0,63,900,NA,NA
"15722","Apartamento","Engenho Novo",2,0,0,76,1000,170,17
"15723","Conjunto Comercial/Sala","Leblon",0,0,0,45,4000,600,377
"15724","Apartamento","Tijuca",3,0,0,125,1800,630,147
"15725","Apartamento","Recreio dos Bandeirantes",2,1,1,65,1900,775,NA
"15726","Apartamento","Méier",2,0,0,69,1200,518,NA
"15727","Apartamento","Lagoa",3,1,1,106,6000,1781,361
"15728","Apartamento","Barra da Tijuca",3,3,3,169,14000,1980,546
"15729","Apartamento","Barra da Tijuca",2,0,0,97,3800,1520,NA
"15730","Apartamento","Leblon",3,0,0,115,3800,950,207
"15731","Conjunto Comercial/Sala","Centro",0,0,0,145,3499,3600,687
"15732","Apartamento","Barra da Tijuca",3,2,1,149,3500,2200,400
"15733","Apartamento","Maracanã",3,1,0,122,2500,950,NA
"15734","Apartamento","Lagoa",1,1,0,45,2400,1565,235
"15735","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,41,4000,8717,1865
"15736","Apartamento","Barra da Tijuca",3,4,3,247,16000,3150,16000
"15737","Apartamento","Lagoa",2,1,0,81,3800,770,NA
"15738","Apartamento","Leblon",1,0,0,53,2400,445,NA
"15739","Conjunto Comercial/Sala","Centro",0,0,0,200,4000,3704,1250
"15740","Conjunto Comercial/Sala","Centro",0,0,0,38,1000,639,126
"15741","Flat","Humaitá",1,1,0,50,2500,1318,163
"15742","Conjunto Comercial/Sala","Centro",0,0,0,547,45000,13600,2846
"15743","Conjunto Comercial/Sala","Centro",0,0,0,42,1200,1134,243
