"","�..Tipo","Bairro","Quartos","Vagas","Suites","Area","Valor","Condominio","IPTU"
"24262","Apartamento","Copacabana",3,0,0,100,4000,1000,NA
"24263","Apartamento","Pilares",3,0,0,65,1200,165,20
"24264","Apartamento","Leme",3,0,0,124,2800,1350,180
"24265","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,1,0,100,4000,1500,1400
"24266","Casa de Vila","Cascadura",1,0,0,36,700,NA,NA
"24267","Apartamento","Tijuca",1,0,0,45,1200,300,NA
"24268","Conjunto Comercial/Sala","Bangu",0,0,0,30,900,574,170
"24269","Apartamento","Leme",2,0,0,75,2300,878,NA
"24270","Conjunto Comercial/Sala","Leblon",0,0,0,150,25000,2400,694
"24271","Prédio Inteiro","Centro",0,2,0,950,35000,NA,2700
"24272","Flat","Copacabana",1,1,0,43,1887,2117,495
"24273","Apartamento","Del Castilho",2,1,1,53,1300,430,28
"24274","Apartamento","Vila Isabel",1,0,0,36,1050,385,NA
"24275","Casa de Vila","Cascadura",3,0,0,90,1200,NA,NA
"24276","Casa","Cordovil",1,0,0,65,650,NA,NA
"24277","Casa de Condomínio","Itanhangá",3,2,3,544,20000,1800,1600
"24278","Loja/Salão","Recreio dos Bandeirantes",0,1,0,31,1200,485,230
"24279","Apartamento","Flamengo",2,0,1,65,2500,700,35
"24280","Casa de Condomínio","Barra da Tijuca",5,0,3,600,15000,2200,1400
"24281","Apartamento","Quintino Bocaiúva",2,0,0,90,1200,NA,NA
"24282","Apartamento","Leblon",2,2,1,100,6700,1211,320
"24283","Apartamento","Leblon",3,2,1,130,6000,3274,741
"24284","Apartamento","Recreio dos Bandeirantes",3,3,1,90,1600,650,171
"24285","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,28,1000,731,NA
"24286","Conjunto Comercial/Sala","Botafogo",0,1,0,50,2000,1394,264
"24287","Apartamento","Copacabana",4,1,0,370,14000,3000,3500
"24288","Apartamento","Barra da Tijuca",3,2,3,126,5500,2180,677
"24289","Apartamento","Barra da Tijuca",1,1,0,54,1700,1710,290
"24290","Apartamento","Barra da Tijuca",6,3,3,360,9600,1600,750
"24291","Casa","Barra da Tijuca",6,6,6,610,20000,NA,400
"24292","Casa","Campo Grande",4,1,4,386,2400,NA,NA
"24293","Apartamento","Botafogo",1,0,0,33,1970,583,NA
"24294","Apartamento","Copacabana",3,1,0,100,2900,1200,NA
"24295","Apartamento","Bangu",2,0,0,60,800,NA,NA
"24296","Casa de Condomínio","Barra da Tijuca",4,4,3,260,10000,1200,1100
"24297","Apartamento","Leblon",2,1,0,100,3500,1390,390
"24298","Apartamento","Botafogo",2,0,0,70,2300,740,440
"24299","Apartamento","Abolição",2,1,0,44,900,560,15
"24300","Loja/Salão","Copacabana",0,0,0,230,15000,NA,NA
"24301","Flat","Leblon",1,1,1,60,5500,1900,200
"24302","Conjunto Comercial/Sala","Centro",0,0,0,283,9500,3600,1478
"24303","Apartamento","Barra da Tijuca",2,1,1,95,2600,1420,199
"24304","Apartamento","Barra da Tijuca",1,1,0,71,1950,970,240
"24305","Quitinete","Copacabana",1,0,0,35,2000,430,40
"24306","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,1350,582,205
"24307","Apartamento","Botafogo",2,1,1,94,5600,1086,NA
"24308","Apartamento","Península",2,1,1,90,3200,1200,1500
"24309","Loja/Salão","Campo Grande",0,0,60,60,2100,100,NA
"24310","Apartamento","Barra da Tijuca",3,2,1,127,3500,1597,NA
"24311","Apartamento","Tijuca",2,1,1,82,2600,851,NA
"24312","Apartamento","Freguesia (Jacarepaguá)",2,0,0,50,1100,320,14
"24313","Conjunto Comercial/Sala","Centro",0,0,0,32,500,402,NA
"24314","Conjunto Comercial/Sala","Centro",0,0,0,380,2500,1277,723
"24315","Conjunto Comercial/Sala","Centro",0,0,0,393,35438,10909,1439
"24316","Apartamento","Barra da Tijuca",3,1,1,75,1600,956,1000
"24317","Apartamento","Lagoa",2,1,1,92,3800,1100,323
"24318","Quitinete","Copacabana",1,0,0,32,1050,714,NA
"24319","Loja/Salão","Recreio dos Bandeirantes",0,1,0,94,6000,1765,713
"24320","Apartamento","Copacabana",3,0,0,136,2900,1505,100
"24321","Apartamento","Barra da Tijuca",4,3,2,270,12000,3550,1560
"24322","Apartamento","Pechincha",2,1,0,66,1100,532,NA
"24323","Casa Comercial","Andaraí",0,0,0,400,8000,NA,NA
"24324","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,25,1500,750,112
"24325","Conjunto Comercial/Sala","Centro",0,0,0,528,10000,4791,1940
"24326","Quitinete","Copacabana",1,0,0,27,1200,450,NA
"24327","Apartamento","Lagoa",2,3,1,338,13000,2076,1826
"24328","Apartamento","Copacabana",1,0,0,28,2300,600,NA
"24329","Apartamento","Recreio dos Bandeirantes",3,2,1,84,1600,690,171
"24330","Apartamento","Barra da Tijuca",6,3,4,360,8500,1600,750
"24331","Loja/Salão","Barra da Tijuca",0,1,0,120,4200,1550,1200
"24332","Loja/Salão","Barra da Tijuca",0,0,0,35,2500,450,122
"24333","Apartamento","Usina",1,0,0,65,1300,390,26
"24334","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,30,1000,800,NA
"24335","Apartamento","Cascadura",3,2,0,70,1100,340,10
"24336","Casa de Condomínio","Recreio dos Bandeirantes",4,2,3,156,3500,900,330
"24337","Apartamento","Ipanema",3,1,1,118,3800,2026,243
"24338","Apartamento","Vidigal",2,1,0,85,1300,680,25
"24339","Quitinete","Copacabana",0,0,0,18,930,315,NA
"24340","Apartamento","Barra da Tijuca",3,2,1,120,2900,1500,310
"24341","Casa de Condomínio","Barra da Tijuca",4,2,2,385,7500,1150,750
"24342","Conjunto Comercial/Sala","Centro",0,0,0,42,600,563,840
"24343","Conjunto Comercial/Sala","Botafogo",0,6,0,483,32000,18767,NA
"24344","Loja/Salão","Campo Grande",0,0,0,50,900,NA,NA
"24345","Apartamento","Barra da Tijuca",4,4,4,330,12000,3350,NA
"24346","Loja/Salão","Recreio dos Bandeirantes",0,1,0,86,4000,850,NA
"24347","Apartamento","Tijuca",3,0,0,147,1900,NA,172
"24348","Apartamento","Lagoa",3,0,1,72,2800,950,NA
"24349","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,38,1100,830,100
"24350","Apartamento","Ipanema",2,1,1,86,5500,1500,NA
"24351","Casa","Barra da Tijuca",4,3,4,300,15000,1100,1070
"24352","Casa","Pavuna",2,0,0,70,900,NA,NA
"24353","Casa de Condomínio","Barra da Tijuca",4,2,4,600,35000,900,NA
"24354","Apartamento","Barra da Tijuca",3,3,3,227,7000,2750,NA
"24355","Casa de Condomínio","Barra da Tijuca",4,16,4,400,10000,2100,1500
"24356","Conjunto Comercial/Sala","São Conrado",0,1,0,34,1200,698,149
"24357","Apartamento","Praça Seca",3,0,0,80,1000,180,13
"24358","Apartamento","Copacabana",3,1,1,260,6500,1900,4000
"24359","Apartamento","Flamengo",3,1,1,140,3800,634,146
"24360","Apartamento","Laranjeiras",2,1,1,86,3300,1865,NA
"24361","Quitinete","Ipanema",1,0,1,40,1500,600,NA
"24362","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,0,0,32,1350,450,166
"24363","Flat","Leblon",2,1,0,78,6100,2200,163
"24364","Apartamento","Recreio dos Bandeirantes",3,2,1,85,2200,772,NA
"24365","Conjunto Comercial/Sala","Centro",0,0,0,159,3700,6016,894
"24366","Apartamento","Jacarepaguá",2,1,0,58,1100,450,NA
"24367","Apartamento","Flamengo",3,1,0,110,4000,900,NA
"24368","Apartamento","Ipanema",4,2,1,230,10900,3218,NA
"24369","Apartamento","Urca",4,2,1,200,10000,3700,544
"24370","Apartamento","Copacabana",3,2,1,140,3900,1650,230
"24371","Apartamento","Copacabana",2,0,1,200,8000,1500,NA
"24372","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,28,4000,2758,NA
"24373","Apartamento","Recreio dos Bandeirantes",2,2,1,76,1990,920,44
"24374","Apartamento","São Conrado",3,3,2,447,13000,9700,2100
"24375","Apartamento","Leblon",3,1,1,130,7000,2470,450
"24376","Apartamento","Recreio dos Bandeirantes",3,0,1,96,2500,1,NA
"24377","Casa de Condomínio","Recreio dos Bandeirantes",4,3,4,220,4500,2150,370
"24378","Apartamento","Copacabana",3,1,1,183,3400,1440,NA
"24379","Conjunto Comercial/Sala","Centro",0,0,0,39,1250,940,NA
"24380","Conjunto Comercial/Sala","Botafogo",0,0,0,40,1850,550,215
"24381","Apartamento","Barra da Tijuca",2,2,2,110,4500,1250,1500
"24382","Casa","Curicica",1,0,0,160,5500,NA,NA
"24383","Terreno Padrão","Vigário Geral",0,0,0,1716,17700,NA,167
"24384","Apartamento","Catete",1,0,0,40,1500,525,NA
"24385","Apartamento","Copacabana",4,4,2,190,8000,2600,610
"24386","Quitinete","Botafogo",1,0,0,17,1000,476,NA
"24387","Casa de Condomínio","Recreio dos Bandeirantes",4,4,2,180,5000,860,664
"24388","Galpão/Depósito/Armazém","Engenho de Dentro",0,4,0,1900,8800,NA,1800
"24389","Apartamento","Barra da Tijuca",4,0,4,236,10000,3900,977
"24390","Apartamento","Leblon",3,2,3,300,15000,5000,1900
"24391","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,27,700,284,56
"24392","Apartamento","Maracanã",3,2,1,149,2800,1024,NA
"24393","Casa","Pitangueiras",3,1,2,360,3200,NA,NA
"24394","Conjunto Comercial/Sala","Flamengo",0,6,0,353,30010,8718,1678
"24395","Quitinete","Tijuca",1,0,0,25,1000,346,NA
"24396","Apartamento","Barra da Tijuca",4,3,2,200,6000,1992,NA
"24397","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,1,0,116,6800,3300,950
"24398","Apartamento","Copacabana",1,0,1,38,4000,NA,NA
"24399","Casa","Campo Grande",2,1,0,60,800,NA,NA
"24400","Apartamento","Botafogo",3,1,1,98,3300,820,100
"24401","Quitinete","Copacabana",1,0,0,30,1500,640,35
"24402","Apartamento","Recreio dos Bandeirantes",3,1,1,90,2000,990,131
"24403","Conjunto Comercial/Sala","Centro",0,0,0,292,13000,4690,1128
"24404","Apartamento","Barra da Tijuca",3,2,1,76,2500,720,62
"24405","Apartamento","Recreio dos Bandeirantes",2,1,1,70,2400,500,900
"24406","Apartamento","Leblon",2,1,0,90,4200,1070,160
"24407","Apartamento","Leme",2,1,1,80,4000,1125,182
"24408","Apartamento","Copacabana",1,0,0,40,2700,NA,NA
"24409","Conjunto Comercial/Sala","Pechincha",0,0,0,25,400,541,NA
"24410","Conjunto Comercial/Sala","Botafogo",0,2,0,200,20000,5600,1600
"24411","Apartamento","Cidade Nova",2,0,0,60,1300,402,32
"24412","Apartamento","Tijuca",2,0,0,70,1800,380,18
"24413","Conjunto Comercial/Sala","Centro",0,4,0,350,17500,7631,1825
"24414","Flat","Ipanema",1,0,0,46,6000,NA,NA
"24415","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,20,1150,405,NA
"24416","Apartamento","Barra da Tijuca",3,2,1,120,6500,1196,NA
"24417","Conjunto Comercial/Sala","Centro",0,0,0,300,18000,2500,695
"24418","Apartamento","Ipanema",2,1,1,86,10000,NA,NA
"24419","Apartamento","Copacabana",4,0,3,203,7500,1739,553
"24420","Casa Comercial","Ramos",0,5,0,400,5500,NA,NA
"24421","Apartamento","Santa Teresa",3,1,0,148,2600,1430,NA
"24422","Casa","Tijuca",5,1,0,139,3500,NA,545
"24423","Apartamento","Barra da Tijuca",5,4,5,329,9500,2000,11800
"24424","Flat","Jacarepaguá",1,1,0,40,1200,800,NA
"24425","Conjunto Comercial/Sala","Barra da Tijuca",0,0,0,50,2000,1000,2600
"24426","Conjunto Comercial/Sala","Saúde",0,0,0,20,4500,1316,150
"24427","Apartamento","Jardim Botânico",2,1,0,73,3100,950,150
"24428","Apartamento","Ipanema",4,2,3,300,15000,4500,NA
"24429","Flat","Barra da Tijuca",1,1,1,65,2300,1562,306
"24430","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,1200,850,210
"24431","Conjunto Comercial/Sala","Barra da Tijuca",0,6,0,202,9000,5507,11200
"24432","Apartamento","Barra da Tijuca",2,1,1,80,2900,1200,NA
"24433","Apartamento","Barra da Tijuca",4,3,4,234,8000,2885,625
"24434","Apartamento","Copacabana",3,1,0,100,3500,1039,178
"24435","Apartamento","Gávea",3,2,1,124,5000,990,340
"24436","Apartamento","Méier",2,1,0,84,1200,136,NA
"24437","Apartamento","Urca",3,1,1,130,4900,2100,250
"24438","Apartamento","Leblon",3,1,0,155,7500,1700,497
"24439","Apartamento","Barra da Tijuca",2,1,1,75,2450,980,119
"24440","Conjunto Comercial/Sala","Copacabana",0,1,0,330,10000,2150,1435
"24441","Apartamento","Catete",1,0,1,44,1600,580,28
"24442","Casa de Condomínio","Barra da Tijuca",5,4,5,400,8500,2135,1462
"24443","Apartamento","Barra da Tijuca",3,2,1,124,3500,1100,4890
"24444","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,35,1500,677,206
"24445","Apartamento","Bonsucesso",2,0,0,60,1000,470,NA
"24446","Apartamento","Ipanema",2,1,2,120,4000,1450,3367
"24447","Apartamento","Lagoa",3,2,3,380,7700,2534,NA
"24448","Casa de Condomínio","Barra da Tijuca",4,4,4,700,20000,NA,NA
"24449","Flat","Copacabana",1,0,0,56,1500,1928,211
"24450","Apartamento","Humaitá",3,0,0,120,3200,1300,150
"24451","Loja/Salão","Inhoaíba",0,0,0,120,800,NA,NA
"24452","Conjunto Comercial/Sala","Gávea",0,1,0,40,3500,1000,360
"24453","Casa","Leblon",4,1,4,371,30000,3200,NA
"24454","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,54,2500,1200,150
"24455","Apartamento","Recreio dos Bandeirantes",4,2,4,156,3000,800,370
"24456","Conjunto Comercial/Sala","Centro",0,0,0,342,13000,8229,1500
"24457","Apartamento","Ipanema",3,1,0,102,4000,1451,NA
"24458","Apartamento","Jardim Botânico",2,1,1,85,2500,1500,103
"24459","Casa de Condomínio","Guaratiba",2,1,0,72,1000,160,NA
"24460","Apartamento","Todos os Santos",2,0,0,65,1400,423,135
"24461","Apartamento","Copacabana",3,2,0,140,3900,1750,380
"24462","Apartamento","Cosme Velho",2,0,0,75,2000,470,80
"24463","Apartamento","Recreio dos Bandeirantes",3,1,1,89,3000,600,NA
"24464","Conjunto Comercial/Sala","Cachambi",0,3,0,86,2800,1700,NA
"24465","Apartamento","Leblon",3,1,1,120,8300,1990,284
"24466","Apartamento","Leblon",3,1,1,170,7500,3300,400
"24467","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,0,0,35,900,320,NA
"24468","Apartamento","Tijuca",3,1,1,118,3000,1111,NA
"24469","Loja Shopping/ Ct Comercial","Barra da Tijuca",0,1,0,26,900,1352,535
"24470","Galpão/Depósito/Armazém","Pavuna",0,0,0,27000,340000,NA,6000
"24471","Box/Garagem","Centro",0,1,0,0,300,NA,87
"24472","Apartamento","Barra da Tijuca",2,1,1,93,2900,1040,279
"24473","Prédio Inteiro","Urca",0,0,0,1000,70000,NA,4989
"24474","Apartamento","Méier",2,1,0,68,890,300,NA
"24475","Apartamento","Humaitá",3,1,1,100,3500,1500,200
"24476","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,31,800,640,52
"24477","Apartamento","Tijuca",3,1,0,89,2500,600,59
"24478","Casa de Condomínio","Vargem Grande",4,3,1,160,3000,400,NA
"24479","Apartamento","Copacabana",1,0,0,35,1000,410,57
"24480","Galpão/Depósito/Armazém","Benfica",0,0,0,2200,16000,NA,2500
"24481","Apartamento","Recreio dos Bandeirantes",2,2,1,78,1600,580,142
"24482","Apartamento","Laranjeiras",3,1,0,99,2500,954,144
"24483","Apartamento","Botafogo",2,1,1,101,5100,1310,270
"24484","Apartamento","Maracanã",2,1,1,90,2500,938,178
"24485","Casa de Condomínio","Recreio dos Bandeirantes",4,2,4,239,4991,1800,3200
"24486","Apartamento","Barra da Tijuca",2,2,1,97,3800,1500,3000
"24487","Apartamento","Recreio dos Bandeirantes",2,1,1,70,1600,570,120
"24488","Conjunto Comercial/Sala","Freguesia (Jacarepaguá)",0,1,0,27,955,435,53
"24489","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,1300,749,250
"24490","Apartamento","Barra da Tijuca",2,1,1,88,2300,1265,171
"24491","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,22,750,485,112
"24492","Conjunto Comercial/Sala","Madureira",0,1,0,30,2000,550,NA
"24493","Conjunto Comercial/Sala","Centro",0,0,0,547,45000,11919,2412
"24494","Apartamento","Leblon",1,1,0,55,3700,728,126
"24495","Apartamento","Freguesia (Jacarepaguá)",2,0,0,50,900,350,15
"24496","Conjunto Comercial/Sala","Centro",0,0,0,59,2000,927,300
"24497","Casa de Condomínio","Guaratiba",2,1,0,50,850,NA,NA
"24498","Apartamento","Maracanã",1,0,0,70,1700,160,73
"24499","Apartamento","São Conrado",1,1,1,82,3600,700,305
"24500","Apartamento","Barra da Tijuca",2,1,1,90,1800,1748,NA
"24501","Apartamento","Botafogo",2,1,2,79,3500,1482,NA
"24502","Apartamento","Praça da Bandeira",2,1,0,86,2480,600,NA
"24503","Galpão/Depósito/Armazém","Maria da Graça",0,0,0,1000,9800,NA,NA
"24504","Prédio Inteiro","Estácio",0,10,0,1900,50000,NA,3060
"24505","Flat","Barra da Tijuca",2,1,2,64,2400,1300,120
"24506","Loja/Salão","Barra da Tijuca",0,1,0,42,1800,596,231
"24507","Flat","Leblon",1,1,1,60,5000,2229,250
"24508","Apartamento","Recreio dos Bandeirantes",5,3,4,450,4600,1050,465
"24509","Apartamento","Copacabana",4,1,1,180,5900,2268,267
"24510","Apartamento","Botafogo",3,1,2,190,4950,1500,3549
"24511","Apartamento","Barra da Tijuca",4,4,2,172,4900,850,NA
"24512","Apartamento","Barra da Tijuca",2,2,1,109,5000,2000,680
"24513","Apartamento","Flamengo",3,1,0,100,3500,785,NA
"24514","Apartamento","Barra da Tijuca",3,3,3,304,18000,3200,13780
"24515","Casa de Condomínio","Vargem Grande",2,1,0,61,1300,585,NA
"24516","Casa Comercial","Botafogo",0,3,0,557,28000,NA,NA
"24517","Apartamento","Laranjeiras",3,1,1,95,4000,1300,NA
"24518","Apartamento","Madureira",2,2,0,90,1300,541,NA
"24519","Conjunto Comercial/Sala","Taquara",0,1,0,36,900,550,56
"24520","Apartamento","Barra da Tijuca",2,1,1,75,3500,1260,190
"24521","Quitinete","Copacabana",1,0,0,20,800,480,24
"24522","Apartamento","Copacabana",2,2,1,80,2800,770,30
"24523","Apartamento","Barra da Tijuca",1,1,1,50,1200,700,NA
"24524","Galpão/Depósito/Armazém","Centro",0,0,0,700,14000,NA,NA
"24525","Apartamento","Ipanema",2,1,2,90,5500,950,181
"24526","Apartamento","Copacabana",2,0,1,100,2800,950,200
"24527","Apartamento","Leblon",4,2,4,200,9500,2700,944
"24528","Apartamento","Marechal Hermes",2,0,0,66,1200,100,NA
"24529","Apartamento","Penha",2,1,1,58,1200,450,NA
"24530","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,21,850,600,112
"24531","Apartamento","Copacabana",4,1,4,426,15000,3500,1370
"24532","Apartamento","Camorim",3,2,2,140,6000,1025,NA
"24533","Apartamento","Ipanema",3,0,1,300,22000,4000,NA
"24534","Galpão/Depósito/Armazém","Bonsucesso",0,0,0,750,7000,NA,NA
"24535","Apartamento","Copacabana",1,1,0,60,2000,650,98
"24536","Casa de Vila","Tijuca",3,0,0,87,2600,NA,NA
"24537","Apartamento","Tijuca",1,0,0,35,1500,370,47
"24538","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,32,1200,944,236
"24539","Apartamento","Grajaú",2,0,0,75,1200,460,NA
"24540","Conjunto Comercial/Sala","Centro",0,0,0,6,2492,NA,NA
"24541","Casa","Campo Grande",2,0,0,55,1000,NA,NA
"24542","Apartamento","Barra da Tijuca",2,1,1,76,1700,900,NA
"24543","Galpão/Depósito/Armazém","Campo Grande",0,0,0,500,7000,NA,NA
"24544","Quitinete","Copacabana",1,1,0,50,2299,614,78
"24545","Apartamento","Humaitá",3,1,0,76,3000,801,NA
"24546","Conjunto Comercial/Sala","Vila Isabel",0,0,0,70,2990,NA,196
"24547","Conjunto Comercial/Sala","Copacabana",0,0,0,23,990,550,NA
"24548","Apartamento","Leblon",2,1,1,74,3500,823,202
"24549","Apartamento","Copacabana",2,1,0,76,2500,760,163
"24550","Apartamento","Ipanema",3,1,0,100,3900,1500,238
"24551","Apartamento","Barra da Tijuca",3,2,1,116,3000,1497,323
"24552","Loja Shopping/ Ct Comercial","Recreio dos Bandeirantes",0,1,0,50,1600,1050,3500
"24553","Apartamento","Leblon",2,1,1,100,4500,1100,347
"24554","Apartamento","Urca",2,0,0,90,3000,630,390
"24555","Conjunto Comercial/Sala","Botafogo",0,3,0,134,12000,5120,850
"24556","Apartamento","Copacabana",1,0,0,30,1500,540,77
"24557","Quitinete","Flamengo",1,0,0,23,900,332,30
"24558","Apartamento","Barra da Tijuca",4,3,2,357,7900,2235,NA
"24559","Apartamento","Lagoa",2,0,0,68,2100,780,NA
"24560","Apartamento","Jacarepaguá",2,1,1,67,2000,600,90
"24561","Loja/Salão","Praça Seca",0,0,0,25,700,NA,NA
"24562","Conjunto Comercial/Sala","Centro",0,0,0,320,10000,3693,1069
"24563","Conjunto Comercial/Sala","Taquara",0,1,0,40,1100,NA,NA
"24564","Conjunto Comercial/Sala","Copacabana",0,1,0,35,1800,900,204
"24565","Quitinete","Centro",0,0,0,22,700,194,20
"24566","Conjunto Comercial/Sala","Campo Grande",0,0,0,25,500,500,NA
"24567","Apartamento","Taquara",3,0,0,90,2000,NA,14
"24568","Apartamento","Copacabana",4,0,1,230,6000,1700,NA
"24569","Casa","Parque Anchieta",2,1,0,70,1250,NA,NA
"24570","Conjunto Comercial/Sala","Centro",0,0,0,373,12000,7337,NA
"24571","Apartamento","Lagoa",1,1,1,51,2200,1790,369
"24572","Conjunto Comercial/Sala","Centro",0,0,0,80,100,NA,NA
"24573","Casa","Campo Grande",4,3,0,120,1700,NA,NA
"24574","Apartamento","Barra da Tijuca",4,3,2,205,5000,2300,NA
"24575","Apartamento","Centro",3,0,1,80,1450,800,65
"24576","Flat","Ipanema",1,1,0,56,2600,2287,305
"24577","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,121,4500,3650,NA
"24578","Conjunto Comercial/Sala","Botafogo",0,0,0,24,1000,800,NA
"24579","Apartamento","Leblon",3,0,2,95,6000,506,NA
"24580","Apartamento","Botafogo",2,1,1,87,4800,1500,NA
"24581","Apartamento","Ipanema",4,2,1,195,9500,2500,NA
"24582","Casa de Condomínio","Campo Grande",3,3,0,215,2500,100,NA
"24583","Apartamento","Todos os Santos",2,1,0,50,1300,420,36
"24584","Apartamento","Copacabana",1,0,0,45,1700,560,30
"24585","Apartamento","Tijuca",2,0,0,106,1600,670,130
"24586","Apartamento","Jardim Botânico",4,2,2,160,7000,1985,627
"24587","Apartamento","Gávea",4,1,1,98,5500,1258,NA
"24588","Apartamento","Leblon",2,3,1,170,10000,2000,300
"24589","Apartamento","Barra da Tijuca",3,1,1,75,2700,750,81
"24590","Apartamento","Taquara",2,0,0,85,1300,NA,35
"24591","Apartamento","Botafogo",2,1,1,70,2900,780,171
"24592","Apartamento","Ipanema",4,2,1,200,17000,3100,NA
"24593","Conjunto Comercial/Sala","Taquara",0,1,0,36,900,550,56
"24594","Loja/Salão","Barra da Tijuca",0,1,0,68,3730,1735,961
"24595","Conjunto Comercial/Sala","Centro",0,1,0,367,27543,11385,1241
"24596","Apartamento","Copacabana",1,0,0,52,1900,600,24
"24597","Casa de Condomínio","Barra da Tijuca",5,5,3,450,14000,1440,1182
"24598","Conjunto Comercial/Sala","Centro",0,0,0,42,900,1190,243
"24599","Conjunto Comercial/Sala","Centro",0,0,0,28,850,317,NA
"24600","Casa de Vila","Quintino Bocaiúva",1,0,0,40,550,NA,NA
"24601","Apartamento","Cachambi",2,2,1,142,2800,1100,1100
"24602","Quitinete","Copacabana",1,0,0,40,2000,500,53
